batch,chunk_id,sentences_produced,flagged,reason
2,index_81,1,True,NLI Score 0.178
3,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_सूचनाहरू_प्रतितनतध_सभा_तनयमािली_२०८३_को_तनयम_११४_सँग_सम्बन्धधि_विधेयकको_नामः_1_8,2,False,Accepted
3,index_158,1,False,Accepted
3,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_314,0,True,Duplicate QA Pair
3,index_52,1,False,Accepted
3,index_144,1,False,Accepted
3,index_50,1,False,Accepted
3,index_28,1,True,NLI Score 0.829
3,supreme_court_verdict_3f09593ec72b475869f1ea02a3377355_pdf_d5b445_35,0,True,Duplicate QA Pair
3,index_49,1,True,NLI Score 0.627
3,index_34,1,False,Accepted
3,index_1,1,False,Accepted
3,index_3,1,True,NLI Score 0.734
3,index_73,1,True,NLI Score 0.783
3,index_93,1,False,Accepted
3,index_93,1,False,Accepted
3,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरु_प्रतततनतध_सभा_तनयमािली_२०७९_को_तनयम_११४_सँग_सम्बन्धधत_विधेयकको_न_14_27,0,True,Duplicate QA Pair
3,parliament_bill_act_भन्सार_महसुल_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनन_बनेको_विधेयक_प्रस्तािना_नेपालबाट_ननकासी_हुने_र_ने_1874,2,False,Accepted
3,index_71,1,True,NLI Score 0.841
3,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_970,0,True,Duplicate QA Pair
3,index_161,1,False,Accepted
3,index_15,1,False,Accepted
3,parliament_bill_act_संवत्_२०८१_सालको_ऐन_नं_खाद्य_स्वच्छता_तथा_गुणस्तर_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनन_बनेको_ववधेयक_122,0,True,Duplicate QA Pair
3,index_59,1,False,Accepted
3,index_1,1,True,NLI Score 0.386
3,supreme_court_verdict_precedent_supreme_court_verdict_089b8fafe852f8185d_9,2,False,Accepted
3,index_71,1,False,Accepted
3,index_2,1,False,Accepted
3,index_39,1,True,NLI Score 0.569
3,index_80,1,False,Accepted
3,parliament_bill_act_सम्वत्_२०७६_सालको_ऐन_नं_3_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्र_774,0,True,Duplicate QA Pair
3,law_commission_act_rule_www_lawcommission_gov_np_कारागार_नियमावली_२०८३_िेपाल_राजपत्रमा_प्रकाशित_नमनत_२०८३।०३।३२_80,2,False,Accepted
3,index_49,1,True,NLI Score 0.398
3,index_135,1,True,NLI Score 0.460
3,index_52,1,True,NLI Score 0.382
3,index_69,2,True,NLI Score 0.415
3,index_6,1,False,Accepted
3,index_151,1,False,Accepted
3,index_11,1,True,NLI Score 0.817
3,law_commission_act_rule_www_lawcomission_gov_np_कानूनी_सूक्तिहरू_ल्याटिन_अंग्रेजी_तथा_नेपाली_legal_maxims_1443,0,True,Duplicate QA Pair
3,index_146,1,True,NLI Score 0.213
3,index_99,1,True,NLI Score 0.791
3,index_132,1,True,NLI Score 0.453
3,index_85,1,True,NLI Score 0.622
3,index_43,1,True,NLI Score 0.162
3,index_45,1,False,Accepted
3,index_86,2,True,NLI Score 0.841
3,parliament_bill_act_विधेमकभा_प्राप्त_सॊशोधन_प्रस्तािहरु_प्रतततनतध_सबा_तनमभािरी_२०७९_को_तनमभ_११४_सॉग_सम्फन्धधत_विधेमकको_न_2_681,2,False,Accepted
3,index_100,1,True,NLI Score 0.404
3,index_48,1,False,Accepted
3,index_78,1,True,NLI Score 0.680
4,index_164,1,False,Accepted
4,index_83,1,True,NLI Score 0.652
4,index_88,1,True,NLI Score 0.742
4,parliament_bill_act_सम्वत्_२०७८_सालको_ऐन_नं_2_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्र_72,2,False,Accepted
4,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरु_प्रतततनतध_सभा_तनयमािली_२०७९_को_तनयम_११४_सँग_सम्बन्धधत_विधेयकको_न_4_20,2,False,Accepted
4,index_58,1,False,Accepted
4,index_15,1,False,Accepted
4,index_89,1,True,NLI Score 0.821
4,index_111,1,True,NLI Score 0.804
4,index_3,1,False,Accepted
4,index_40,1,True,NLI Score 0.388
4,index_63,1,False,Accepted
4,index_39,1,True,NLI Score 0.582
4,index_2,1,False,Accepted
4,index_13,1,False,Accepted
4,index_79,1,True,NLI Score 0.220
4,index_27,1,False,Accepted
4,index_3,1,False,Accepted
4,parliament_bill_act_भन्सार_महसुल_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनन_बनेको_विधेयक_प्रस्तािना_नेपालबाट_ननकासी_हुने_र_ने_1681,2,False,Accepted
4,index_44,1,True,NLI Score 0.814
4,index_34,1,False,Accepted
4,index_56,1,False,Accepted
4,index_73,1,True,NLI Score 0.498
4,index_14,1,False,Accepted
4,index_40,2,True,NLI Score 0.756
4,index_139,1,True,NLI Score 0.676
4,index_75,1,True,NLI Score 0.476
4,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_सूचनाहरूको_एकीकृत_वििरण_प्रतततनतध_सभा_तनयमािली_२०८३_को_तनयम_११४_सँग_सम्बन्धध_3,2,False,Accepted
4,index_37,1,True,NLI Score 0.569
4,index_90,1,False,Accepted
4,index_40,1,False,Accepted
4,index_53,1,True,NLI Score 0.185
4,index_153,1,False,Accepted
4,index_82,1,False,Accepted
4,parliament_bill_act_संवत्_२०८१_सालको_ऐन_नं_सुशासन_प्रवर्धन_तथा_सावधजननक_सेवा_प्रवाह_सम्बन्र्ी_केही_नेपाल_ऐनलाई_संशोर्न_ग_29,0,True,Duplicate QA Pair
4,index_43,1,True,NLI Score 0.524
4,parliament_bill_act_प्रतितिति_सभा_तियमावली_मस्यौदा_सतमतिको_प्रतिवेदि_२०८३_मा_प्राप्त_संशोिि_प्रस्िावहरूको_एकीकृि_वववरण_ि_20,2,False,Accepted
4,index_20,1,True,NLI Score 0.607
4,index_15,1,True,NLI Score 0.390
4,index_138,1,False,Accepted
4,index_57,1,True,NLI Score 0.771
4,index_118,0,True,Duplicate QA Pair
4,parliament_bill_act_संवत्_२०८१_सालको_ऐन_नं_सुरक्षण_मुद्रण_सम्बन्धमा_व्यवस्था_गनन_बनेको_ववधेयक_प्रस्तावना_सुरक्षण_मुद्रण_70,2,False,Accepted
4,index_27,1,False,Accepted
4,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_1028,2,False,Accepted
4,court_bulletin_annual_report_supreme_court_official_court_holiday_cal_3,1,True,NLI Score 0.636
4,court_bulletin_annual_report_supreme_court_official_court_holiday_cal_8,1,True,NLI Score 0.753
4,supreme_court_verdict_a7cfdf4de6087c547a946ea7147d0418_pdf_644ec7_11,2,False,Accepted
4,court_bulletin_annual_report_supreme_court_official_court_holiday_cal_4,1,True,NLI Score 0.485
4,court_bulletin_annual_report_supreme_court_official_court_holiday_cal_7,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_14,0,True,Generation Failed/Empty
5,nepal_mof_fiscal_policy_डाउनलोड_2_102,0,True,Generation Failed/Empty
5,court_bulletin_annual_report_supreme_court_official_court_holiday_cal_9,1,False,Accepted
5,court_bulletin_annual_report_supreme_court_annual_performance_report_0,1,True,NLI Score 0.628
5,court_bulletin_annual_report_supreme_court_annual_performance_report_1,1,False,Accepted
5,parliament_bill_act_नेऩार_सयकायको_अथथ_सम्फन्धी_प्रस्तावराई_कामाथन्वमन_गनथ_फनेको_ङ्जवधेमक_प्रस्तावना_नेऩार_सयकायको_आङ्झथथ_965,2,False,Accepted
5,parliament_bill_act_विधेयक_संखययाः_नेपयल_सरकयरको_अर्थ_सम्बन्धी_प्रस्तयिलयई_कयययथन्ियन_गनथ_बनेको_विधेयक_2079_94,0,True,Duplicate QA Pair
5,nepal_mof_fiscal_policy_डाउनलोड_71,1,True,NLI Score 0.756
5,nepal_mof_fiscal_policy_डाउनलोड_2_14,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_1_38,1,True,NLI Score 0.280
5,nepal_mof_fiscal_policy_डाउनलोड_2_33,1,True,NLI Score 0.719
5,nepal_mof_fiscal_budget_directive_nepal_mof_1_13,1,True,NLI Score 0.248
5,nepal_mof_fiscal_policy_डाउनलोड_4_16,1,True,NLI Score 0.008
5,nepal_mof_fiscal_policy_डाउनलोड_1_49,1,True,NLI Score 0.439
5,nepal_mof_fiscal_budget_directive_nepal_mof_1_46,1,True,NLI Score 0.548
5,nepal_mof_fiscal_policy_डाउनलोड_2_57,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_1_48,1,True,NLI Score 0.596
5,nepal_mof_fiscal_policy_डाउनलोड_2_1,5,True,NLI Score 0.376
5,nepal_mof_fiscal_policy_डाउनलोड_1_21,4,True,NLI Score 0.634
5,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_595,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_2_50,1,True,NLI Score 0.590
5,parliament_bill_act_संवत्_२०७५_सालको_ऐन_नं_मुलुकी_संहिता_सम्बन्धी_केिी_नेपाल_ऐनलाई_संशोधन_गनन_बनेको_हवधेयक_प्रस्तावना_मु_152,2,False,Accepted
5,nepal_mof_fiscal_budget_directive_nepal_mof_1_4,1,True,NLI Score 0.821
5,nepal_mof_fiscal_policy_डाउनलोड_2_98,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_3_41,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_3_38,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_2_79,1,True,NLI Score 0.775
5,parliament_bill_act_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्तावना_नेपाल_सरकारको_आर्र_493,2,False,Accepted
5,law_commission_act_rule_www_lawcommission_gov_np_देवघाट_क्षेत्र_ववकास_समिमि_गठन_आदेश_२०५०_नेपाल_राजपत्रिा_प्रकाशशि_मिमि_२०५०_19,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_2_13,1,True,NLI Score 0.831
5,parliament_bill_act_सम्वत्_२०७५_सालको_ऐन_नं_29_नेपालको_संववधान_अनुकूल_बनाउन_केही_नेपाल_ऐनलाई_संशोधन_गनन_बनेको_ववधेयक_प्र_166,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_3_17,1,True,NLI Score 0.746
5,nepal_mof_fiscal_policy_डाउनलोड_3_14,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_68,1,True,NLI Score 0.485
5,nepal_mof_fiscal_policy_डाउनलोड_1_18,1,True,NLI Score 0.235
5,parliament_bill_act_भन्सार_महसुल_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनन_बनेको_विधेयक_प्रस्तािना_नेपालबाट_ननकासी_हुने_र_ने_1995,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_1_68,1,True,NLI Score 0.714
5,nepal_mof_fiscal_policy_डाउनलोड_2_12,1,True,NLI Score 0.579
5,nepal_mof_fiscal_policy_डाउनलोड_22,1,True,NLI Score 0.382
5,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_402,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_1_57,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_2_88,1,True,NLI Score 0.424
5,nepal_mof_fiscal_policy_डाउनलोड_2_19,1,True,NLI Score 0.505
5,nepal_mof_fiscal_policy_डाउनलोड_2_82,1,True,NLI Score 0.535
5,nepal_mof_fiscal_policy_डाउनलोड_1_13,1,True,NLI Score 0.355
5,nepal_mof_fiscal_policy_डाउनलोड_4_31,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_32,1,True,NLI Score 0.625
5,supreme_court_verdict_65dc7e7e85d8e91ded92058847cec91c_pdf_e854a5_22,2,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_1_16,1,False,Accepted
5,nepal_mof_fiscal_policy_डाउनलोड_66,1,True,NLI Score 0.067
6,nepal_mof_fiscal_policy_डाउनलोड_1_37,1,True,NLI Score 0.137
6,nepal_mof_fiscal_policy_डाउनलोड_3_28,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_1_70,1,True,NLI Score 0.755
6,nepal_mof_fiscal_policy_डाउनलोड_3_9,1,False,Accepted
6,sebon_capital_market_directive_sebon_directive_nepali_14724d_4,2,False,Accepted
6,parliament_bill_act_सम्वत्_२०७८_सालको_ऐन_नं_2_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्र_695,2,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_1_51,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_28,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_91,1,True,NLI Score 0.701
6,nepal_mof_fiscal_policy_डाउनलोड_62,1,True,NLI Score 0.743
6,nepal_mof_fiscal_policy_डाउनलोड_2_59,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_53,1,True,NLI Score 0.744
6,nepal_mof_fiscal_policy_डाउनलोड_24,1,True,NLI Score 0.607
6,nepal_mof_fiscal_budget_directive_nepal_mof_1_45,1,True,NLI Score 0.796
6,nepal_mof_fiscal_policy_डाउनलोड_4_33,1,True,NLI Score 0.703
6,nepal_mof_fiscal_policy_डाउनलोड_4_42,1,True,NLI Score 0.224
6,nepal_mof_fiscal_policy_डाउनलोड_3_43,1,False,Accepted
6,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_सूचनाहरूको_एकीकृत_वििरण_प्रतततनतध_सभा_तनयमािली_२०८३_को_तनयम_११४_सँग_सम्बन्धध_260,2,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_89,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_4_46,1,False,Accepted
6,nepal_mof_fiscal_budget_directive_nepal_mof_1_57,1,True,NLI Score 0.269
6,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरूको_एकीकृत_वििरण_प्रतततनतध_सभा_तनयमािली_२०७९_को_तनयम_११४_सँग_सम्बन_6,2,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_3_11,1,True,NLI Score 0.012
6,nepal_mof_fiscal_policy_डाउनलोड_12,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_68,1,True,NLI Score 0.821
6,nepal_mof_fiscal_policy_डाउनलोड_4_14,2,True,NLI Score 0.018
6,nepal_mof_fiscal_policy_डाउनलोड_1_62,1,True,NLI Score 0.759
6,nepal_mof_fiscal_policy_डाउनलोड_4_26,1,True,NLI Score 0.266
6,nepal_mof_fiscal_policy_डाउनलोड_4_52,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_49,1,True,NLI Score 0.589
6,nepal_mof_fiscal_policy_डाउनलोड_0,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_76,1,True,NLI Score 0.112
6,nepal_mof_fiscal_policy_डाउनलोड_2_11,1,True,NLI Score 0.304
6,parliament_bill_act_विधेयक_संखययाः_नेपयल_सरकयरको_अर्थ_सम्बन्धी_प्रस्तयिलयई_कयययथन्ियन_गनथ_बनेको_विधेयक_2079_1234,2,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_1_45,1,True,NLI Score 0.130
6,nepal_mof_fiscal_policy_डाउनलोड_2_85,1,True,NLI Score 0.834
6,nepal_mof_fiscal_policy_डाउनलोड_2_55,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_3_34,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_58,1,True,NLI Score 0.568
6,nepal_mof_fiscal_policy_डाउनलोड_2_0,1,True,NLI Score 0.269
6,nepal_mof_fiscal_budget_directive_nepal_mof_1_58,1,True,NLI Score 0.754
6,nepal_mof_fiscal_policy_डाउनलोड_2_37,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_2_60,1,True,NLI Score 0.834
6,nepal_mof_fiscal_budget_directive_nepal_mof_1_41,1,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_1_20,1,True,NLI Score 0.587
6,nepal_mof_fiscal_budget_directive_nepal_mof_1_3,1,True,NLI Score 0.065
6,nepal_mof_fiscal_policy_डाउनलोड_3_30,1,True,NLI Score 0.689
6,nepal_mof_fiscal_policy_डाउनलोड_29,1,True,NLI Score 0.696
6,parliament_bill_act_भन्सार_महसुल_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनन_बनेको_विधेयक_प्रस्तािना_नेपालबाट_ननकासी_हुने_र_ने_1476,2,False,Accepted
6,nepal_mof_fiscal_policy_डाउनलोड_42,1,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_1_0,3,True,NLI Score 0.209
7,nepal_mof_fiscal_policy_डाउनलोड_40,1,True,NLI Score 0.773
7,nepal_mof_fiscal_policy_डाउनलोड_2_92,1,False,Accepted
7,parliament_bill_act_सम्वत्_२०७५_सालको_ऐन_नं_९_सुरक्षित_मातृत्व_तथा_प्रजनन_स्वास््यको_अधिकार_सम्बन्िमा_व्यवस्था_गनन_बनेको_51,2,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_8,2,True,NLI Score 0.012
7,nepal_mof_fiscal_policy_डाउनलोड_1_7,1,True,NLI Score 0.459
7,parliament_bill_act_संवत्_२०८३_सालको_ऐन_नं_नेपाल_सरकारको_अर्थसम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्रस्ता_833,2,False,Accepted
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_39,1,True,NLI Score 0.155
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_12,1,True,NLI Score 0.387
7,nepal_mof_fiscal_policy_डाउनलोड_3_15,1,False,Accepted
7,supreme_court_verdict_c28c5518e376698261ce48ac52cf6b8e_pdf_ad1d38_49,2,False,Accepted
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_21,1,True,NLI Score 0.027
7,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरु_प्रतततनतध_सभा_तनयमािली_२०७९_को_तनयम_११४_सँग_सम्बन्धधत_विधेयकको_न_14_754,2,False,Accepted
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_38,1,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_2_73,2,False,Accepted
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_48,1,False,Accepted
7,parliament_bill_act_संवत्_२०८१_सालको_ऐन_नं_साववजननक_सेवा_प्रसारण_सम्बन्धी_कानूनलाई_संशोधन_र_एकीकरण_गनव_बनेको_ववधेयक_प्रस_13,2,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_2_20,1,False,Accepted
7,parliament_bill_act_सम्वत्_२०७८_सालको_ऐन_नं_2_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्र_552,2,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_2,2,True,NLI Score 0.503
7,nepal_mof_fiscal_policy_डाउनलोड_1_40,1,False,Accepted
7,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरु_प्रतततनतध_सभा_तनयमािली_२०७९_को_तनयम_११४_सँग_सम्बन्धधत_विधेयकको_न_14_1314,0,True,Duplicate QA Pair
7,nepal_mof_fiscal_policy_डाउनलोड_64,1,True,NLI Score 0.666
7,parliament_bill_act_सम्वत्_२०७८_सालको_ऐन_नं_2_नेपाल_सरकारको_अर्थ_सम्बन्धी_प्रस्तावलाई_कार्ाथन्वर्न_गनथ_बनेको_ववधेर्क_प्र_398,2,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_39,4,True,NLI Score 0.248
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_31,1,True,NLI Score 0.642
7,parliament_bill_act_विधेयकमा_प्राप्त_संशोधन_प्रस्तािहरु_प्रतततनतध_सभा_तनयमािली_२०७9_को_तनयम_११4_सँग_सम्बन्धधत_विधेयकको_न_61,2,False,Accepted
7,parliament_bill_act_नेऩार_सयकायको_अथथ_सम्फन्धी_प्रस्तावराई_कामाथन्वमन_गनथ_फनेको_ङ्जवधेमक_प्रस्तावना_नेऩार_सयकायको_आङ्झथथ_527,2,False,Accepted
7,nepal_mof_fiscal_policy_डाउनलोड_17,1,True,NLI Score 0.451
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_59,1,True,NLI Score 0.760
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_43,1,True,NLI Score 0.475
7,nepal_mof_fiscal_policy_डाउनलोड_4_44,3,True,NLI Score 0.050
7,nepal_mof_fiscal_policy_डाउनलोड_4_24,2,True,NLI Score 0.000
7,nepal_mof_fiscal_budget_directive_nepal_mof_1_35,1,True,NLI Score 0.761
